StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q62,Q57,g_writing,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,g_manip_check_1,g_manip_check_2,g_manip_check_3,g_manip_check_DO_1,g_manip_check_DO_2,g_manip_check_DO_3,elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_DO_1,elevation_DO_2,elevation_DO_3,elevation_DO_4,elevation_DO_5,elevation_DO_6,DV1_1,DV1_2,DV1_DO_1,DV1_DO_2,c_writing,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,c_manip_check_1,c_manip_check_2,c_manip_check_3,c_manip_check_DO_1,c_manip_check_DO_2,c_manip_check_DO_3,fatigue_1,fatigue_2,fatigue_3,fatigue_4,fatigue_5,fatigue_6,fatigue_7,fatigue_8,fatigue_9,fatigue_DO_1,fatigue_DO_2,fatigue_DO_3,fatigue_DO_4,fatigue_DO_5,fatigue_DO_6,fatigue_DO_7,fatigue_DO_8,fatigue_DO_9,desire_predict_1,desire_predict_2,desire_predict_3,desire_predict_4,desire_predict_5,desire_predict_6,desire_predict_7,desire_predict_8,desire_predict_DO_1,desire_predict_DO_2,desire_predict_DO_3,desire_predict_DO_4,desire_predict_DO_5,desire_predict_DO_6,desire_predict_DO_7,desire_predict_DO_8,emotion,cond,FL_6_DO_FL_56,FL_6_DO_FL_52,FL_6_DO_FL_53,FL_6_DO_FL_57,FL_37_DO_DV1Elevation,FL_37_DO_DV2Empathicconcern,FL_42_DO_DV1fatigue,FL_42_DO_DV2Predictability,TWIN_ID
6/4/2025 23:23,6/4/2025 23:29,100,346,1,6/4/2025 23:29,4,I will not use AI to answer this survey,I didn't know how to fix my A/C without spending a ton of money for a repair person so I asked my neighbor if they knew what the problem was with my A/C and he showed me a simple fix that worked for him cause he had the same exact problem I did. Guess what? IT WORKED! I didn't have to spend a dime and my A/C is still working just fine to this very day! I would've spend hundreds of dollars if I had called for a repair person to come and look at it!,6.961,122.116,122.117,3,7,7,7,3,1,2,7,7,7,7,7,7,4,6,3,2,5,1,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1640
5/30/2025 19:11,5/30/2025 19:15,100,239,1,5/30/2025 19:15,4,I will not use AI to answer this survey,"After waking up I use the restroom.  I then shower, brush my teeth, apply deodorant, apply face lotion and sunscreen, brush my hair and then get dressed.",10.98,121.199,121.203,2,6,6,6,1,2,3,4,4,4,2,5,4,4,3,2,1,6,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1641
5/30/2025 14:06,5/30/2025 14:12,100,357,1,5/30/2025 14:12,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,My supervisor fired a long time employee due to ageism.  I felt helpless and angry.  I want to help this employee that did not deserve this treatment.  It is unfair and inhuman.  It changed how I feel about my job and my security in the future.  I want more protection for older workers.,10.836,128.155,128.161,2,4,6,3,1,3,2,6,1,7,2,1,1,1,2,4,4,5,6,3,2,9,7,1,8,2,3,6,2,4,6,5,7,2,7,4,1,8,6,3,5,in_control,prime,1,,,,,,1,2,1642
5/29/2025 20:42,5/29/2025 20:48,100,375,1,5/29/2025 20:48,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was very anxious when my daughter who is a young driver had to drive to the airport on her own. I knew my fear was irrational but I started to look for ways to calm my nerves and distract myself from getting all worked up. I started breathing excercise and some other grounding technique,44.856,121.369,200.013,3,5,4,5,2,1,3,1,2,7,2,3,1,6,6,3,8,3,4,5,6,7,9,1,2,2,4,2,6,2,4,5,5,6,5,2,4,8,1,3,7,in_control,control,,1,,,,,1,2,1644
5/30/2025 15:34,5/30/2025 15:38,100,270,1,5/30/2025 15:38,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The most recent incident that comes to mind would be a traffic related situation. No harm came to myself or my passenger, but it was extremely scary or a very close call.  In short, I was driving down the main road at night, headlights on, and I saw a car approaching from a side lane/street to make a turn onto the main road. No stop lights or signs for me.  They just continued to roll out into the main road when I expected them to stop and wait for me to pass.  I believe there was probably less than 2"" between my car and his after I swerved as much as I could as there  was an oncoming car in the other lane. I could control my car but I could not control the other car's action(s). ",1.546,134.621,134.625,2,6,6,5,1,2,3,2,1,7,1,1,1,1,4,1,6,5,1,8,2,9,3,4,7,3,5,3,4,5,4,5,5,1,5,6,3,7,4,8,2,in_control,prime,1,,,,,,2,1,1645
5/29/2025 19:50,5/29/2025 19:55,100,262,1,5/29/2025 19:55,4,I will not use AI to answer this survey,I was one time in the office where I need serious with some document I was working on. A coworker was just coming to check up on me and to my surprise the person knew the kind of help I needed to complete the document I was working on.,3.819,166.54,166.544,6,7,7,7,2,1,3,6,7,7,5,6,6,3,4,6,1,2,5,5,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1648
5/29/2025 21:53,5/29/2025 22:01,100,461,1,5/29/2025 22:01,4,I will not use AI to answer this survey,I left as early as I could and I skipped self-care because I woke up late/slept enough wanted to get out and home before it got out outside. I picked up some groceries and I ,3.557,199.829,200.053,4,4,4,4,1,3,2,5,5,4,1,7,7,2,3,4,5,1,6,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1649
5/29/2025 16:50,5/29/2025 16:54,100,268,1,5/29/2025 16:54,4,I will not use AI to answer this survey,"I usually grab my phone and go to the bathroom, or turn on my computer and start looking to work. I don't really have a routine as much as just rushing to get started on working. When I get to a good stopping point I try to make some coffee quickly. After I enjoy that I'll usually work for several hours until I reach another good stopping point to have breakfast, then a few more hours of work before I take an hour or two off for lunch and a long walk.",1.652,122.973,122.975,5,1,2,2,3,2,1,1,1,1,1,3,5,5,6,4,3,1,2,6,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1650
5/29/2025 16:15,5/29/2025 16:18,100,202,1,5/29/2025 16:18,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,One particular incident where I experienced this was when my closest friend cut contact with me. I felt a lack of control due to having no method to contact him back. This made me feel very saddened and forgotten. This incident also made me feel lonely and useless.,5.039,120.701,120.718,3,6,6,6,2,1,3,1,1,7,1,1,1,4,7,1,5,2,8,9,4,6,7,3,1,1,6,5,2,3,6,6,7,2,4,5,1,6,7,8,3,in_control,prime,1,,,,,,2,1,1654
5/29/2025 20:18,5/29/2025 20:23,100,293,1,5/29/2025 20:23,4,I will not use AI to answer this survey,"I get up out of bed, take a shower, brush my teeth and of course get dressed and then head to the kitchen to make my coffee and cook breakfast.",13.709,122.986,122.995,3,5,5,5,2,3,1,5,5,5,4,5,2,2,3,6,5,4,1,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1655
5/29/2025 17:43,5/29/2025 17:47,100,250,1,5/29/2025 17:47,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This morning I found out I needed to take my mother-in-law to the hospital for a procedure. Her ride cancelled on her and she needed someone to take her. I could have let my wife take her, but I offered to do it to help out since it is much more difficult for her to request time off from work than it is for me. So, I woke up, got my daughter ready, and we drove her to the hospital where we waited at a restaurant while she had her procedure. While we waited for her, my daughter and I enjoyed snacks and played games.  Once she was done, we picked her up and brought her back home to rest.",12.094,128.574,128.576,2,7,7,6,2,3,1,1,3,6,2,2,1,6,6,2,1,9,3,8,4,6,7,2,5,2,5,6,3,6,2,6,4,7,6,8,5,1,3,4,2,in_control,control,,1,,,,,1,2,1657
5/29/2025 21:23,5/29/2025 21:26,100,203,1,5/29/2025 21:26,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I wasn't able to go forward in an audition for The Voice show. I felt so sad and out of reach from my dreams at the moment. Once I recollected my emotions, my motivation to keep going returned and I tried to pursue my singing career in other ways as time went. But during the audition, they rejected everyone except one person and I felt like I was never going to be good enough, but I know maybe I wasn't just what they were looking for at the time.",4.442,120.8,120.804,3,7,7,7,3,1,2,1,1,7,1,1,1,1,7,1,9,5,6,8,1,2,3,7,4,1,4,4,5,4,4,6,4,7,2,5,3,8,4,6,1,in_control,prime,1,,,,,,2,1,1660
6/4/2025 19:47,6/4/2025 19:51,100,230,1,6/4/2025 19:51,4,I will not use AI to answer this survey,Bathroom. Take pill. Make bed. Teeth. Eye drops. Computer on. Brush hair. Make Coffee. Take vitamins. ,17.782,124.295,124.299,2,6,6,6,1,3,2,4,4,5,4,6,6,3,2,1,6,5,4,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1662
5/29/2025 16:19,5/29/2025 16:36,100,1020,1,5/29/2025 16:36,4,I will not use AI to answer this survey,,1.23,1.23,200.014,1,5,5,5,2,3,1,3,4,2,3,6,6,5,3,6,4,2,1,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1663
5/29/2025 19:22,5/29/2025 19:44,100,1289,1,5/29/2025 19:44,4,I will not use Al to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  I witnessed a car accident with a hit and run outcome while waiting for a bus. It uinvolved an elderly woman. Without hesitation I ran to the womans car where she was in shock, bleeding rom the head and had a broken wrist. I comforted her, called 911 and was able to urther assist with eyewitness information without an ounce o panic. I elt that I had helped someone in their time of need It elt awesome and i walked away with reborn confidence",152.648,909.661,909.667,23,5,7,5,3,2,1,1,1,7,1,1,1,4,6,1,8,2,5,1,4,7,9,6,3,2,2,6,4,6,6,5,5,8,7,5,2,3,4,1,6,in_control,control,,1,,,,,2,1,1664
5/29/2025 16:27,5/29/2025 16:32,100,279,1,5/29/2025 16:32,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"About two years ago, I was visiting a relative who insisted that we find 'the perfect park' to eat lunch.  For what the reasons, this journey took about two hours.  I do not drive and was about a three hour train ride from my own home.  Anyway, when I finally got out of the car, I was exhausted, starving and bit disoriented.  I went to find the nearest port-a-potty and, in so doing, fell down a hill and broke an ankle.  I was pissed off and annoyed that this happened - all because we were wasting our time on this stupid venture. ",1.608,174.107,174.111,5,6,5,5,3,2,1,2,2,7,2,2,1,3,4,2,2,1,9,8,5,3,7,6,4,1,7,6,1,2,6,7,6,4,6,2,8,7,1,5,3,in_control,prime,1,,,,,,1,2,1665
5/29/2025 19:37,5/29/2025 19:41,100,209,1,5/29/2025 19:41,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A incident in which I had something happened to me and I did not have control over the situation would be when I was 16 years old and my mom kicked me out of the house. I had no control because I was just a minor and...it wasn't my house. She was very adamant about kicking me out after a physical/verbal altercation we had (she attacked me I did not attack her). Anyways, I felt very...weak,vulernable,scared, and unsure of what to do. I mean as a young girl who hasn't even graduated highschool yet, I had no clue in the world who I could turn to since I had no other family. I felt like I had no support or someone to come and save me. ",1.01,120.752,120.757,4,4,4,4,1,3,2,4,1,7,1,1,1,1,1,2,4,3,9,7,6,2,1,5,8,3,3,4,5,4,4,6,4,7,2,5,8,3,4,6,1,in_control,prime,1,,,,,,2,1,1666
6/3/2025 14:59,6/3/2025 15:02,100,167,1,6/3/2025 15:02,4,I will not use AI to answer this survey,When my mother was sick with cancer my neighbor would sometimes cook dinners for us. This was a huge help.,0.94,120.921,120.927,2,6,6,6,3,2,1,5,5,5,5,5,5,6,3,1,4,5,2,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1668
5/31/2025 1:22,5/31/2025 1:36,100,824,1,5/31/2025 1:36,4,I will not use AI to answer this survey.,"Once on Prolific I was doing a long study and putting my best attention into it, and a household member came in and started talking to me about something urgent.  It took a few minutes before I could disengage and explain that I needed to f",1.721,1.721,200.003,1,7,7,7,3,2,1,6,7,6,4,6,5,4,3,1,2,5,6,5,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1669
5/29/2025 18:31,5/29/2025 18:38,100,425,1,5/29/2025 18:38,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,A team project. everyone had its own responsabilities but as you know there is always someone that lacks behind or doesn't contribute. Sadly for me i didn't have the say to anything since i was not the team leader but i can only rely on them to communicate with others. ,15.114,15.114,200.011,1,4,5,6,3,2,1,4,6,1,6,5,1,2,1,7,6,4,5,7,2,9,1,3,8,4,4,5,4,4,6,4,5,6,7,4,3,5,2,8,1,in_control,prime,1,,,,,,1,2,1670
5/30/2025 3:26,5/30/2025 3:32,100,375,1,5/30/2025 3:32,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After my mother died, my brother kicked me off the family land and I had to move quickly with out preparations. I was hurt, angry, and sad, I am still many of those things, but also bitter, a little... ok a lot. I spent a few years helping them as she neared her last days, there was some promise that after she passed, I would have time too move, like 90 days. No, it was like 2 weeks!",4.002,192.616,192.624,2,1,5,2,1,2,3,6,1,1,2,4,1,1,2,2,7,4,6,5,8,3,1,2,9,1,3,6,1,1,6,6,6,7,3,5,2,6,4,8,1,in_control,prime,1,,,,,,1,2,1671
5/29/2025 22:39,5/29/2025 22:45,100,376,1,5/29/2025 22:45,4,I willnot use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"About six months ago I recently had to resign from my then job due to an issue with my shoulder that would not allow me to do the job even after surgery, and the rehab afterward. ",12.233,196.77,200.003,13,4,5,4,2,3,1,6,1,4,5,4,2,2,3,1,5,3,7,8,6,9,2,4,1,6,4,2,6,6,5,3,4,8,1,3,4,2,5,6,7,in_control,prime,1,,,,,,1,2,1673
5/30/2025 22:20,5/30/2025 22:26,100,348,1,5/30/2025 22:26,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was not able to sleep the entire night before my boards exam. I was so anxious and no matter what I tried to do, I could only lie there with my eyes closed but there was no way to ease or clear my mind. I felt really frustrated and a bit worried I would not be able to stay awake during my boards exam but was some what reassured since I knew I have a lot of adrenaline for these types of events. Still, I would have preferred to have rested instead of relying on adrenaline.",2.071,136.071,136.073,2,5,6,5,2,3,1,4,3,6,3,4,3,4,5,4,9,6,2,5,8,4,7,3,1,4,3,6,4,4,4,5,5,8,6,1,2,5,7,4,3,in_control,prime,1,,,,,,1,2,1676
5/30/2025 0:13,5/30/2025 0:18,100,290,1,5/30/2025 0:18,4,I will not use AI to answer this survey,"A few years ago when I was undergoing chemotherapy treatment for stage 4 lung cancer, I was finishing a chem session at the cancer center when my husband texted me saying that he wouldn't be able to get off work to come pick me up. At the time, I was really in a bad state health wise and I struggled to get in and out of any vehicles, my legs were weak from the treatment and I had recently undergone a craniotomy for which I was taking heavy pain medication. ",1.78,139.912,200.001,5,7,7,7,2,1,3,7,7,6,7,7,7,4,6,2,3,1,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1677
5/30/2025 2:10,5/30/2025 2:17,100,405,1,5/30/2025 2:17,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Recently I hit the back of my elbow really hard on a door knob. It hurt a lot, and I wanted to exclaim out loud instinctively, but I made myself hold my tongue and just breathed out sharply instead.",8.604,124.895,124.905,11,4,5,6,3,2,1,3,7,6,5,7,2,3,1,7,3,8,6,4,7,2,1,5,9,3,6,5,3,3,5,3,5,4,3,8,7,1,6,2,5,in_control,control,,1,,,,,2,1,1678
5/29/2025 17:23,5/29/2025 17:32,100,534,1,5/29/2025 17:32,4,I will not use AI to answer this survey.,"A couple years ago, I met a family through a mutual friend who introduced us. The family had an old house that they wanted to renovate, but couldn't do the work themselves, so they allow",2.283,2.283,200.01,1,6,6,5,2,1,3,5,2,5,5,5,4,3,1,6,2,5,4,2,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1679
5/31/2025 14:00,5/31/2025 14:04,100,254,1,5/31/2025 14:04,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This incident happened in 2020, it was a car accident. I was hit in an intersection when the driver of another car ran a red light. I had zero control over the incident and for a time I felt helpless. I could not have stopped the situation from happening. I could not reverse the damage. Fortunately no one was hurt.",1.318,141.247,141.263,7,5,5,4,2,3,1,5,3,6,2,2,1,3,5,3,3,1,6,2,7,8,9,5,4,2,4,6,2,3,6,6,5,1,7,5,6,4,2,8,3,in_control,prime,1,,,,,,2,1,1680
6/4/2025 12:19,6/4/2025 12:28,100,576,1,6/4/2025 12:28,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I can't think of a experience in which this ,1.185,1.185,200.521,1,6,5,6,1,3,2,5,7,1,6,7,6,1,1,1,6,2,9,1,4,7,8,3,5,2,4,4,4,3,3,5,4,5,2,1,4,3,6,7,8,in_control,control,,1,,,,,1,2,1681
5/29/2025 16:22,5/29/2025 16:27,100,272,1,5/29/2025 16:27,4,I will not use AI to answer this survey,"When I was younger and I had just met my spouse, she let me move in with her temporarily till I could find a place. I had just gotten evicted from my previous apartment due to my horrible roommates and she saw the situation was unfair and was going to end up making me temporarily homeless. She did not know me very well yet at the time and it was a very nice gesture that I was not expecting and did not even have close friends at the time offer anything similar.",1.473,133.538,133.541,3,7,7,7,2,1,3,5,5,6,5,7,7,5,3,2,4,6,1,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1682
5/29/2025 16:41,5/29/2025 16:47,100,330,1,5/29/2025 16:47,4,I will not use AI to answer this survey,"I wake up and use the facilities. Then I brush my teeth, then comb my hair. Then I go outside to the front porch for a bit to wake up and get some sun.",16.585,124.003,124.011,2,5,4,5,3,1,2,3,4,4,3,3,2,6,3,5,1,4,2,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1684
6/1/2025 17:24,6/1/2025 17:28,100,226,1,6/1/2025 17:28,4,I will not use AI to answer this survey,"I wake up and check my messages and scroll through my social media for a bit. I take my morning medications, then I get up and get somethng with caffeine in it. After I have my morning caffeine I brush my teeth and take a shower. ",6.849,121.271,121.283,8,6,6,5,3,2,1,4,5,5,4,5,6,4,1,3,5,2,6,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1685
5/29/2025 16:16,5/29/2025 16:24,100,484,1,5/29/2025 16:24,4,I will not use AI to answer this survey,,7.362,173.36,200.003,3,7,7,7,2,3,1,7,7,7,7,7,7,1,3,6,5,4,2,5,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1686
5/30/2025 8:17,5/30/2025 8:25,100,504,1,5/30/2025 8:25,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,My son smash heads with another kid during a football game.  He was laying on the field and couldn't get up.  He finally got up and was sitting on the bench and he was very confused and ,16.891,16.891,200.018,1,7,7,5,2,1,3,4,3,5,5,3,4,4,6,3,1,8,6,7,3,2,9,5,4,4,3,5,5,4,4,4,4,6,3,5,8,4,7,1,2,in_control,prime,1,,,,,,1,2,1689
5/31/2025 22:53,5/31/2025 22:58,100,253,1,5/31/2025 22:58,4,I will not use AI to answer this survey,I once wrote a song for a fallen soldier from my local community. I was invited to perform it at a veteran's memorial. After performing I was overwhelmed by the positive comments about the song and was truly grateful for the opportunity to perform it.,12.123,156.925,156.94,6,6,6,6,1,2,3,7,7,7,5,5,6,6,5,3,1,4,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1690
