StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 10:17,6/12/2025 10:22,100,311,1,6/12/2025 10:22,4,1,4,2,1,3,6,5,0,0,13.706,0,,I feel that even though other people are wearing the same sweater I feel good because it means I'm wearing a popular sweater,11.004,47.22,88.231,4,5,5,5,2,3,1,125,I was thinking what a high status sweater would cost and how much it would cost. I was also thinking if the sweater would look good on me,3,5,0,1,0,1,,1,2,1522,
6/12/2025 10:24,6/12/2025 10:27,100,196,1,6/12/2025 10:27,4,6,6,4,2,3,1,5,8.025,8.025,11.573,1,,"I wouldn't care. If two women wear the same item, they will be mortified. If two men wear the same item, they will likely become friends.",6.314,6.314,58.455,1,6,4,4,1,3,2,150,I wouldn't pay anything more than that for a sweater. It better be top quality for that price. Anything more than that is just to show off.,1,2,1,1,0,1,,1,2,1530,
6/12/2025 14:02,6/12/2025 14:09,100,436,1,6/12/2025 14:09,4,5,4,2,5,3,6,1,5.562,23.66,24.29,5,"I would look very stylish, but I'll admit I'd feel a little sad that lots of other people were wearing the same thing as I am. I like to stand out, and I don't feel like I would that night. It's not the end of the world or anything, but I'd still feel a little bummed out.",,8.352,8.352,103.119,1,5,4,5,2,3,1,450,"If everyone's wearing it, I'm pretty sure it's not over $1000, unless the place I went that night is a very exclusive place. I was told it was a luxury sweater, so I knew it was a bit pricey, but ""luxury"" means different things to different people.",3,1,1,1,1,,1,1,2,1531,
6/12/2025 12:20,6/12/2025 12:36,100,998,1,6/12/2025 12:36,4,5,5,3,1,4,6,2,0,0,11.27,0,,"I would wear said sweater with a pair of slacks and some flats.  The color depends on my mood and where we are going and doing.  I am assuming it is for dinner and maybe an activity later.  So I would probably choose colors on the darker side anyway(I tend to like them better), and use the lighter colors of the sweater as a counterpoint.  We would all meet at a restaurant and go in and be seated, order, eat, and chat, laughing.  At the end of the meal, we would all get our checks and pay, tipping the waiter/waitress, and leave.  Getting into our cars, we would then meet at our activity(for the sake of this writing, I am going to say a movie).  Anyone who did not buy online tickets would go buy them now, and then we would all go in and stop at the concession stand and buy drinks and a snack(I would probably get a large Diet Coke and a box of m&m's). Then we would go sit down and chat until it was time for the reels to start, then we would be quiet (or quieter) and watch the movie.  Afterward, we would throw our trash away, going out laughing and carrying on.  Then we would go to our cars, and depending on what the next day brought, I might go home or go to one of their homes.",13.213,699.137,703.396,15,4,4,4,2,3,1,120,"I am thinking that I am not a great follower of such labels.  I would not know unless someone told me that it was any of those things. I would buy it if I liked it enough. No more, no less.  I have never been accused of being a fashionable person. In my home growing up, it was all about what was practical.",3,4,1,1,0,1,,2,1,1532,
6/12/2025 13:48,6/12/2025 13:53,100,305,1,6/12/2025 13:53,4,3,6,4,1,3,2,5,0,0,31.867,0,I would look nice in this luxury sweater that I have dressed up with jeans but I would feel a little weird knowing the sweater has a digital ID attached to it.,,13.948,13.948,109.928,1,3,7,4,1,2,3,300,I was just thinking about it having the digital ID where you can be tracked. I do not think many people would want to be tracked like that.,1,4,1,1,1,,1,1,2,1543,
6/12/2025 14:23,6/12/2025 14:30,100,462,1,6/12/2025 14:30,4,2,1,5,2,6,3,4,2.63,4.679,13.155,2,,"I don't really care about the exclusivity of a luxury item. My general taste is outside of the standard & Im used to standing out. It doesnt move the needle for me in either direction. For nights at the club I have to specifically buy clothes that line up with that experience. Sometimes that is just as important as standing out. I think, personally, knowing that my tastes have aligned would make me feel more confident for that night, the same way my usual clothes make me feel confident day to day. I think standing out or feeling exclusive in a luxury item matters to someone with no taste of their own who is thinking about fashion on a more narrow level.",2.185,211.33,291.92,35,7,5,4,1,3,2,400,"I know luxury brands tend to overprice their clothing. At the same time, with pay in 4 brokers becoming more standard, its easy to imagine that someone who might not afford the lump sum will spread it out over installments. Particularly for a high end piece worn only for special occasions like a night out.",1,1,1,1,0,1,,1,2,1546,
6/12/2025 10:17,6/12/2025 10:23,100,322,1,6/12/2025 10:23,4,6,3,1,6,5,4,2,0,0,32.986,0,"I would not look unique, since there are others wearing the same sweater, and so if that was an issue for me, I would be disappointed in the experience. However, since I do not really care about the uniqueness of the product, and the digital ID has no impact on me, I would focus on the comfort of the sweater.",,1.709,42.015,149.22,2,5,4,4,1,2,3,99,"I was thinking that the material is of high quality, and it had the tech feature of having the digital ID. I also thought that it must not be that prestigious if many others are wearing it.",2,4,0,1,1,,1,1,2,1558,
6/12/2025 13:47,6/12/2025 14:03,100,987,1,6/12/2025 14:03,4,1,5,4,6,1,3,2,0,0,32.456,0,I'm not sure why it matters that my sweater has a digital ID and digital passport. It seems it would make an expensive sweater more expensive. I would look OK and if I saw many other people wearing the same sweater I would feel there was a sale on this sweater somewhere.,,16.414,344.558,401.97,9,6,5,6,1,3,2,200,"I was thinking that I normally don't buy high-end clothing, and where would I wear something like that?",1,3,0,1,1,,1,2,1,1562,
6/12/2025 10:41,6/12/2025 10:44,100,140,1,6/12/2025 10:44,4,1,5,3,6,2,4,1,0,0,11.094,0,I would feel more power or in control. I don't know why. But this seems to give me additional authority.,,1.128,36.717,46.429,2,7,7,6,1,3,2,150,Sweaters can be expensive to begin with and the digital passport I think would add even more cost.,1,5,0,1,1,,1,1,2,1567,
6/12/2025 13:48,6/12/2025 13:52,100,220,1,6/12/2025 13:52,4,1,5,3,6,4,1,2,0,0,11.852,0,,"I look like I'm wearing a black suit, I guess. I probably wouldn't really feel much since I don't really care about my looks.",5.367,55.29,57.28,3,3,1,3,2,3,1,400,"I just imagined the average black outfit and randomly just made up a number, to be honest.",1,2,0,1,0,1,,1,2,1575,
6/12/2025 10:46,6/12/2025 10:56,100,638,1,6/12/2025 10:56,4,5,1,6,5,4,2,3,0,0,51.546,0,,"I would look great in the new luxury sweater and it fits the mood of the evening out with friends.  I would feel classy wearing it even seeing others wearing the same sweater, we would all look different in our own style.  I would just say we all have great taste in fashion.",14.93,14.93,172.222,1,7,6,5,1,3,2,180,I thought of some of the name brand luxury designers and items that I shop in the stores and on-line.  I imagined myself in the sweater and how it may be styled.  I also thought of the materials and how it would feel wearing it.  ,4,1,1,1,0,1,,1,2,1578,
6/12/2025 13:30,6/12/2025 13:47,100,1007,1,6/12/2025 13:47,4,4,3,2,4,5,6,1,0,0,57.477,0,,I would be dressed in a buttoned shirt and lululemon dress pants going to a fancy restaurant. I would look dapper and ready for a night out.,149.406,149.406,203.722,1,5,4,4,1,3,2,150,I was just thinking about the sweater.,4,3,1,1,0,1,,2,1,1583,
6/12/2025 11:19,6/12/2025 11:33,100,852,1,6/12/2025 11:33,4,1,6,5,2,4,1,3,0,0,87.746,0,"Wow.I put on that new luxury sweater, thinking I look real sharp, maybe even better than most. The color’s bright, fits me right, feel pretty confident when I see myself in the mirror before heading out. Soon as I get to the place, though, I see bunch of other folks wearing the exact same sweater. At first it kind of bug me, make me feel less special. But then I remember, my sweater got that digital ID, so I know mine’s original and got the proof",,47.125,290.152,316.731,6,6,6,6,1,2,3,250,"Honestly, I feel silly. Not everyone buys high end stuff and this good ole boy from western PA certainly has no experience with stuff like this. Maybe a good pair of work boots a few times ",1,7,0,1,1,,1,1,2,1585,
6/12/2025 11:09,6/12/2025 11:12,100,199,1,6/12/2025 11:12,4,6,5,1,4,6,3,2,0,0,16.029,0,,I am not bothered that others wear a similar sweater. Olive is great and I feel great wearing it. ,10.314,10.314,47.592,1,4,2,3,1,3,2,65,I guess how unique the sweater isn't. ,1,2,0,1,0,1,,1,2,1589,
6/12/2025 10:29,6/12/2025 10:40,100,643,1,6/12/2025 10:40,4,1,6,4,3,5,1,2,0,0,29.383,0,"I look very much how others around me look in that I have a generalized taste in fashion.  However, I'm also curious as to whether or not all the other sweaters have the same tracking information associated with the person it in some way.  The wether is somewhat unique in fashion as it is not what you would normally expect to see in an ordinary night out so it would be reasonable to suspect that the unique sweater you are wearing is simply mass produced for a specific purpose.",,48.3,65.927,258.544,2,1,1,1,2,1,3,79,"I was thinking that since I was not described as being in an exotic place nor place that most people dream of visiting, I was simply in a fairly common area area/location for enjoyment.  Presumably a lot of ordinary people are wearing the sweater due to its relatively low cost.  Therefore, I'm guessing that everyone is wearing this newly designed and fashionable sweater with Passport trackable capabilities.",6,1,0,1,1,,1,1,2,1601,
6/12/2025 11:31,6/12/2025 11:36,100,301,1,6/12/2025 11:36,4,3,2,3,1,4,5,6,0,0,11.186,0,,I'd feel embarrassed wearing the same sweater as tons of other people. I would feel less unique and wishing I'd bought another sweater honestly. I'd be tempted to take it off (If I had some other clothing on underneath),3.687,16.445,56.18,2,6,6,5,2,3,1,275,Considering the sweater is from a luxury brand it's bound to be insanely expensive. I imagine it comes from rare cotton or wool from a rare plant or animal. It was probably handcrafted individually instead of by a machine.,4,2,0,1,0,1,,2,1,1605,
6/12/2025 14:36,6/12/2025 14:39,100,155,1,6/12/2025 14:39,4,1,2,6,5,3,4,1,4.722,5.998,11,3,,I would be wearing slacks and solid dress shoes. I would feel pretty basic with that attire but as long as I feel I look good it would be ok.,14.247,14.452,76.043,2,5,6,5,1,2,3,170,I was using a scale based on my income. ,6,2,1,1,0,1,,2,1,1613,
6/12/2025 10:14,6/12/2025 10:17,100,223,1,6/12/2025 10:17,4,5,5,1,6,2,4,3,0,0,12.023,0,,"I feel that maybe rather than a luxury sweater, it is a popular brand purchased by most people at Macy's.",8.216,8.216,59.155,1,2,2,2,1,2,3,120,"If lots of people can afford it, it is probably not a luxury or prestigious brand.",2,2,1,1,0,1,,1,2,1618,
6/12/2025 14:03,6/12/2025 14:12,100,589,1,6/12/2025 14:12,4,2,6,2,1,3,5,4,0,0,12.469,0,,I looked beautiful and elegant while wearing the luxury. I really didn't notice the other individuals wearing the same sweater because I felt so confident wearing my own.,15.973,15.973,108.767,1,7,1,1,3,2,1,250,The quality of the sweater felt so soft and luxurious. I felt so comfortable wearing it. It didn't feel bulky and itchy. ,1,1,0,1,0,1,,2,1,1626,
6/12/2025 10:53,6/12/2025 10:57,100,286,1,6/12/2025 10:57,4,3,5,3,2,6,1,4,0,0,20.958,0,,I would imagine wearing it with nice jeans and heals. I would feel cozy and comfortable wearing it. I would imagine it perfect for a dinner and movie night. I would feel good wearing this.,9.516,9.516,87.884,1,4,4,4,1,2,3,100,"I wouldn't really think of a nice comfy sweater as prestigious, more about good quality.",4,1,0,1,0,1,,1,2,1634,
6/12/2025 13:22,6/12/2025 13:25,100,150,1,6/12/2025 13:25,4,4,5,2,3,1,4,6,0,0,15.113,0,"Well, I would feel a little silly if everyone else was wearing it. I would feel as if it might not be from a brand as luxurious as I had thought.",,10.18,10.18,43.722,1,3,4,3,3,1,2,180,I was thinking about other clothes that I have bought in the past (which I wouldn't describe as luxurious) and making educated guesses as far as how expensive a reasonably priced luxury item might be.,2,4,0,1,1,,1,1,2,1639,
6/12/2025 13:23,6/12/2025 13:41,100,1033,1,6/12/2025 13:41,4,1,2,6,4,5,1,3,268.479,268.479,269.189,1,,I will the feeling of my sweater common and already available for everyone who wants to purchase it.,1.494,226.634,227.559,2,5,5,5,2,3,1,400,I was thinking of how common it was to everyone on the night. I was also thinking about how expensive it might be.,7,4,0,1,0,1,,2,1,1648,
6/12/2025 10:38,6/12/2025 10:45,100,382,1,6/12/2025 10:45,4,1,1,4,3,6,2,5,1.156,10.283,11.131,8,,"I'd feel and look like it was hiding my gut.
",1.214,88.33,89.036,13,4,4,4,3,1,2,130,The tortoise buttons make it almost high-status; natural fibers would make it prestigious or traditional.,1,1,0,1,0,1,,1,2,1649,
6/12/2025 10:12,6/12/2025 10:15,100,188,1,6/12/2025 10:15,4,6,3,6,5,4,2,1,0,0,10.881,0,I would look well-put together and clean with this outfit on. I would feel slightly less exclusive but still warm and confident while wearing this sweater during my night out.,,7.492,7.492,67.002,1,6,5,5,3,1,2,80,I was thinking about how rare this sweater was. I was also thinking about the quality of materials as well as how other people perceived this sweater.,2,2,1,1,1,,1,1,2,1654,
6/12/2025 11:19,6/12/2025 11:23,100,258,1,6/12/2025 11:23,4,6,6,4,3,5,2,1,0,0,24.238,0,i think sweater will fit me very well,,19.107,19.107,56.367,1,5,5,5,3,1,2,45,"sweater is just for everyday use , it can`t be prestigious",1,6,0,1,1,,1,2,1,1656,
6/12/2025 12:50,6/12/2025 12:53,100,211,1,6/12/2025 12:53,4,5,5,2,1,4,3,6,9.139,9.139,11.225,1,,"I was feeling great in my new sweater for my night out. When I arrived at the location though, I was shocked to see several other ladies in the SAME sweater!",1.111,10.239,75.575,2,5,4,5,3,1,2,200,The brand and quality of the sweater.,1,1,1,1,0,1,,1,2,1663,
6/12/2025 11:36,6/12/2025 11:40,100,209,1,6/12/2025 11:40,4,6,5,6,4,2,3,1,0,0,11.436,0,,"I would not worry about it.  If I like the sweater on its' own merits and look good in it, I'm not so insecure as to freak out when I see someone else wearing it.",1.861,64.492,73.616,2,5,5,5,3,2,1,100,"I don't really go in for 'high status' products.  99% of the time, they are just common goods with a fancy name and marketing campaign.",1,4,0,1,0,1,,1,2,1665,
6/12/2025 14:32,6/12/2025 14:36,100,259,1,6/12/2025 14:36,4,5,1,5,2,3,4,6,0,0,18.544,0,I would look too similar to other women on my night out and my sweater would not feel so luxurious since so many others own it. I would feel disappointed and regret my purchase.,,14.773,14.773,66.104,1,3,4,3,3,2,1,400,"High status and prestigious to me means exclusive. Since so many people own the sweater it does not feel high status nor prestigious. Luxurious I would imagine would be high quality and expensive, which may or may not be true.",2,3,0,1,1,,1,2,1,1667,
